"species","sspname","sample","datasetAB","total_ind","area_min","area_log_min","area_sqrt_min","area_25q","area_log_25q","area_sqrt_25q","area_mean","area_log_mean","area_sqrt_mean","area_median","area_log_median","area_sqrt_median","area_75q","area_log_75q","area_sqrt_75q","area_95q","area_log_95q","area_sqrt_95q","area_max","area_log_max","area_log_max.1"
"dutertrei","N.dutertrei",31,"A",4,102129.0122,11.5339921185387,319.576301061265,141082.907525,11.8423577937371,374.279861023138,184291.90445,12.0379410199513,419.969440585455,158769.5088,11.9747700807952,398.415221696162,201978.505725,12.1703533070095,444.104801258479,294395.371545,12.5686561011429,539.597774562281,317499.588,12.6682317996762,563.471017888232
"dutertrei","N.dutertrei",31,"B",8,113804.4708,11.6422370863702,337.349182302255,182119.104,12.1062957096488,426.1167764163,213842.67435,12.2242739930225,456.936700305262,208322.0226,12.2460755988059,456.335836966389,236214.0027,12.3642448930041,484.995088469807,315895.43736,12.6614726214418,561.809355189066,329212.2312,12.7044579014083,573.770190232989
"glutinata","G.glutinata",31,"A",62,20266.76382,9.91673757302466,142.361384581634,27608.87947,10.2258924598555,166.159188370201,33724.9293664516,10.3918389769893,182.029618801554,30994.70668,10.3415348966377,176.051515409791,38543.171155,10.5594976226014,196.322354881222,47115.3117375,10.7603137660187,217.05848463867,81106.50982,11.3035185059327,284.792046623497
"glutinata","G.glutinata",31,"B",34,24448.9572,10.1043428436867,156.361623168858,34288.7805,10.4424033241821,185.164395046495,41261.4573882353,10.6002032959512,201.701750683481,39775.3182,10.5909975647328,199.437290678362,43695.9378,10.6849756575004,209.033919587522,60579.23076,11.0099811788536,246.021684710694,78379.11,11.2693127167517,279.962693943318
"ruber","G.ruber",31,"A",87,17063.12208,9.7446748101638,130.625885949149,30814.16501,10.3357243026057,175.539399659407,51444.1851437931,10.7139393307518,218.948130486412,39189.65089,10.5761679830142,197.963761557513,53803.214435,10.8928393101016,231.940750775789,112783.85257,11.6329449496005,335.80935490009,160093.6833,11.9835144434906,400.117086988296
"ruber","G.ruber",31,"B",14,62277.2784,11.0393519255711,249.554159252055,76538.6154,11.2453144114337,276.639724833219,105551.485714286,11.5164623265925,320.701278616677,100405.1376,11.515721075642,316.768914039499,123248.2383,11.7215739001849,351.033950385273,158697.56214,11.950261090589,395.896049283265,208198.8792,12.2462490518632,456.288153692379
"rubescens","G.rubescens",31,"A",4,24882.88961,10.1219356819902,157.743112718115,27183.99044,10.2091407579119,164.824976391037,28102.1649475,10.2407772506577,167.519554531658,28470.87664,10.2564702463439,168.726119590431,29389.0511475,10.2881067390897,171.420697731051,30345.0237495,10.32020761018,174.190432528334,30584.0169,10.3282328279526,174.882866227655
"rubescens","G.rubescens",31,"B",7,23598.6021,10.0689427562085,153.618365113029,25244.397,10.1359348623539,158.867989735171,26703.0995142857,10.1897814097991,163.298907510259,27046.6173,10.2053172228503,164.458558001704,28296.3564,10.250294218991,168.207046234008,29092.62825,10.278225613379,170.564995655869,29194.9704,10.2817517268449,170.86535751872
"sacculifer","G.sacculifer",31,"A",32,41897.14417,10.6429729453535,204.687918964457,71794.572985,11.1815640884417,267.94508796531,108751.322294375,11.4981306438525,321.752399235245,96720.597275,11.4795566945142,310.997411442896,130771.2682,11.7811635591799,361.619346545965,193925.848975,12.1745052881087,440.290135881079,257234.862,12.4577448064838,507.183262736459
"sacculifer","G.sacculifer",31,"B",17,110775.8088,11.6152636973274,332.829999849773,166316.8104,12.0216497448588,407.819580697151,222422.822894118,12.2580754712543,465.391884324049,223062.6204,12.3152078199914,472.295056505994,260924.2236,12.4719853131161,510.807423203696,338790.7908,12.7313991503315,581.800817776849,379900.7172,12.8476652270392,616.360866051699
"siphonifera","G.siphonifera",31,"A",10,74893.07561,11.2238167167671,273.665992790482,116465.747725,11.6621413120611,340.992967576298,153020.028501,11.8891398451626,386.585280225413,161297.92635,11.9906920985928,401.587375728504,181733.093275,12.1099876525548,426.269117541788,215343.468025,12.2782535777001,463.850281247767,226765.7053,12.3316726282029,476.199228579804
"siphonifera","G.siphonifera",31,"B",3,235370.304,12.3689153146186,485.149774811862,312661.0926,12.6213469717869,554.805523795123,345287.4372,12.7226409655774,583.448366792193,389951.8812,12.8737786289552,624.461272778385,400246.0038,12.8995037910568,632.597662782359,408481.30188,12.920083920738,639.106774785539,410540.1264,12.9252289531583,640.734052786333
"tenellus","G.tenellus",31,"A",19,23234.3971,10.053389093259,152.428334308291,26187.95623,10.1729096256245,161.821056023173,30183.9542231579,10.3013121191194,173.125453306253,28685.11106,10.2641334887384,169.366794443303,32221.74177,10.3803874451632,179.503739356043,37222.0832,10.5218715524662,192.791675633308,46106.8877,10.7387176256336,214.7251445453
"tenellus","G.tenellus",31,"B",20,24136.1064,10.0914641891818,155.35799432279,26893.5201,10.1996403665157,163.992427612399,32035.5891,10.3628120774232,178.460215840135,31474.7874,10.356887307243,177.408920464592,36716.7024,10.510986248749,191.615990798152,39051.10188,10.5726203327645,197.613217368862,39645.5184,10.587733191671,199.111823857851
"conglobatus","G.conglobatus",44,"A",6,66214.81478,11.1006595051058,257.322394633658,124046.9703325,11.6515306190795,345.14809269752,225617.871715,12.1482545203909,456.250449268335,255404.4519,12.439615360472,503.992960076089,300065.7242,12.6116649937947,547.770011347884,361702.4218,12.7937170689488,600.701665770541,381469.5536,12.8517863194446,617.632215481026
"conglobatus","G.conglobatus",44,"B",11,118530.5148,11.6829257152684,344.282608913085,207852.7464,12.242486309329,455.669671384196,287329.557272727,12.4761257965574,523.823071583383,242905.3488,12.4004271353324,492.854287594214,360254.3526,12.7666965568122,596.0735582484,498075.1146,13.1164995717048,705.390597834736,529596.4968,13.1798706687794,727.73380902635
"dehiscens","S.dehiscens",44,"A",1,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229,407224.0381,12.9171187751382,638.141080091229
"dutertrei","N.dutertrei",44,"A",21,37191.88886,10.5238459750889,192.851986922614,76634.5458,11.2468032436196,276.829452551566,115590.748934762,11.5422846802221,330.985780067431,120450.593,11.6989949312355,347.059927101934,152845.2243,11.9371810824737,390.954248346274,183757.9631,12.1213747527347,428.669993234889,207123.2358,12.2410692371307,455.107938625553
"dutertrei","N.dutertrei",44,"B",12,68973.6168,11.1414793452418,262.628286366873,79482.4083,11.2819769861738,281.834598598125,131863.284,11.6762099215084,352.833094796448,105513.9246,11.5665066461557,324.821634432127,163757.4246,11.990381641148,403.031565333855,245008.10556,12.4073034322908,494.766943417376,261050.6952,12.4724699019265,510.931203979557
"glutinata","G.glutinata",44,"A",76,20483.14052,9.92735741310032,143.119322664691,29172.8958175,10.2809792585955,170.800063305115,36187.5432047368,10.4580532117674,188.304779565606,32940.6188,10.402461427519,181.495489868407,38659.027325,10.5625355634275,196.61898880516,53401.54572,10.8852696022465,231.068857830477,90995.35686,11.4185637606808,301.654366552185
"glutinata","G.glutinata",44,"B",16,32949.18,10.4027216534298,181.519089905167,40006.6281,10.5967634241966,200.014722618878,49350.965625,10.7856279521306,220.988049038146,47330.3322,10.7648472399728,217.552123617509,56341.4337,10.9381494136552,237.301512714011,64835.0001,11.0792555851879,254.605091568562,67815.4032,11.1245446339664,260.413907462716
"menardii","G.menardii",44,"A",29,82835.08743,11.3246070118438,287.810853565323,327752.4285,12.7000138112095,572.496662435686,511531.966576897,12.9987389243301,691.08409242347,447801.7683,13.0121059320001,669.179922218233,632391.9694,13.3572646856283,795.230764872688,1057406.26588,13.8682231847042,1027.50927115968,1221082.224,14.0152480923488,1105.0258929093
"menardii","G.menardii",44,"B",19,10044.5076,9.2147812566349,100.222290933704,475469.9802,13.0718285261934,689.503581340233,588627.203663158,13.0628297074442,740.572505006412,554225.1768,13.2253263394661,744.463012378721,714604.4784,13.4790189674979,845.244452405445,994026.17192,13.8081913105782,996.670446483402,1154692.364,13.959344514945,1074.56612825828
"obliquiloculata","P.obliquiloculata",44,"A",16,31109.88636,10.3452809370403,176.379948860408,69032.0426775,11.1423244525511,262.739390139004,123176.158110625,11.5791393140899,339.331716558359,118894.77005,11.6859528845551,344.807656835374,175688.05595,12.0755500287527,419.054930322813,213864.861225,12.2712861806433,462.243330635422,236672.3706,12.3744320611857,486.489846348308
"obliquiloculata","P.obliquiloculata",44,"B",18,65552.2272,11.0906024657313,256.031691788341,155744.7831,11.9447144123027,393.507595774995,234055.2952,12.2372199082192,470.228251326076,250370.5014,12.4304407967904,500.338305009062,316127.4129,12.6635797416499,562.207213117219,359183.33784,12.7908420412376,599.205894491987,393040.4508,12.8816678137989,626.929382626146
"ruber","G.ruber",44,"A",33,24255.72255,10.0964078499697,155.742487940831,29864.57089,10.3044281367391,172.813688375661,39112.5841151515,10.5291594894492,195.493369117087,36616.87512,10.5082644819823,191.355363447174,43431.60941,10.6789427824061,208.402517763102,63576.80516,11.0597515777627,252.12847980439,75234.79806,11.2283691430663,274.289624411861
"ruber","G.ruber",44,"B",9,32776.1136,10.3974552851714,181.0417454622,49516.9596,10.8100705080584,222.524065215428,78464.164,11.1583699556728,272.325475479404,69486.1596,11.1488828692754,263.602275407478,94840.3872,11.4599506228365,307.961665146817,144258.83208,11.8551031336574,377.566159574237,169132.4676,12.038437518822,411.25717939022
"sacculifer","G.sacculifer",44,"A",13,27275.68631,10.2137509729878,165.153523456207,62676.17348,11.0457366461061,250.352099012571,119339.131326923,11.4624601620653,327.193121509245,93613.14719,11.4469261140335,305.962656528538,186846.2926,12.1380415931326,432.257206533332,241547.2532,12.3686860382113,488.245607074417,310395.1388,12.6456014060861,557.131168397533
"sacculifer","G.sacculifer",44,"B",23,60766.2756,11.0147902364321,246.508165382001,142237.2834,11.8585619032261,376.514387779272,279510.628852174,12.3142664957987,502.155420023623,270635.9112,12.5085296954481,520.226788237592,423004.2354,12.954038616536,650.209161003978,561771.53748,13.2380836745558,749.373083675528,596393.4708,13.2986559141267,772.265155759341
"scitula","G.scitula",44,"A",5,33108.86806,10.4075564427023,181.958423987459,36597.7252,10.5077413644524,191.305319319668,45879.681578,10.69825042703,212.283518056661,38346.01598,10.5544059156101,195.82138795341,56406.70936,10.9403433906946,237.500967071715,63232.613304,11.0530326954912,251.365386975186,64939.08929,11.0812050216903,254.831491951054
"scitula","G.scitula",44,"B",4,159553.908,11.9801371252955,399.441995789126,171745.1046,12.05289867821,414.332231699209,194814.5229,12.1594704626507,439.07779295139,176957.0658,12.0836413636914,420.660436860356,200026.4841,12.1902131481321,445.405998112536,252637.33842,12.4304122279659,501.519841459084,265790.052,12.4904619979243,515.548302295721
"siphonifera","G.siphonifera",44,"A",16,30212.86492,10.3160231033831,173.818482676613,46120.2093825,10.7389086672737,214.750923668093,94297.941160625,11.2168405452964,289.039445114052,62865.43101,11.048505504659,250.714365789813,112854.66145,11.6327611008613,335.845731839716,246999.617425,12.4170536704565,496.979549986763,252716.8969,12.440025156594,502.709555210561
"siphonifera","G.siphonifera",44,"B",3,137913.9516,11.8343852305275,371.367677107203,191461.3614,12.1217172601149,433.175642054243,221693.6208,12.264552497232,465.845627393775,245008.7712,12.4090492897024,494.983607001282,263583.4554,12.4796361305842,513.084602537061,278443.20276,12.5361056032897,527.565398965684,282158.1396,12.550222971466,531.185598072839
"truncatulinoides","G.truncatulinoides",44,"A",1,114990.1566,11.6526018088993,339.101985544172,114990.1566,11.6526018088993,339.101985544172,114990.1566,11.6526018088993,339.101985544172,114990.1566,11.6526018088993,339.101985544172,114990.1566,11.6526018088993,339.101985544172,114990.1566,11.6526018088993,339.101985544172,114990.1566,11.6526018088993,339.101985544172
"tumida","G.tumida",44,"A",6,356242.3711,12.7833665958796,596.86042849229,383955.56915,12.8559438939112,619.274867993747,469784.584683333,13.0400466195483,682.004703851431,461964.3978,13.0409305647608,679.287022605036,549320.485525,13.2146207938781,740.829161570467,593603.115275,13.2936494581828,770.395724341071,602144.5337,13.3082527846768,775.979725057298
"tumida","G.tumida",44,"B",10,228886.9704,12.3409835816468,478.421331464223,344571.8742,12.7445345185545,586.177418764757,454482.351,12.9834508914264,667.20375076629,499010.3388,13.1203294790786,706.397346796381,543415.1832,13.2055862197613,737.159143621734,599700.0375,13.3017959097113,773.942001872941,636977.5416,13.3644896774179,798.108727931226
"conglobatus","G.conglobatus",46,"A",2,160333.5461,11.9850115874459,400.416715560177,226706.56095,12.2292049817528,463.450822623339,293079.5758,12.4733983760597,526.484929686501,293079.5758,12.4733983760597,526.484929686501,359452.59065,12.7175917703665,589.519036749662,412551.00253,12.912946485812,639.946322400192,425825.6055,12.9617851646734,652.553143812824
"conglobatus","G.conglobatus",46,"B",2,374668.7868,12.8337976794705,612.101941509746,377757.3564,12.8419081521619,614.604400807856,380845.926,12.8500186248532,617.106860105967,380845.926,12.8500186248532,617.106860105967,383934.4956,12.8581290975446,619.609319404077,386405.35128,12.8646174756976,621.611286842566,387023.0652,12.8662395702359,622.111778702188
"dutertrei","N.dutertrei",46,"A",9,59508.99365,10.9938827338927,243.944652841582,85098.74809,11.3515676034074,291.7168971623,140944.447841111,11.7477567103635,365.752607887736,159170.3755,11.977730451534,398.961621587841,193835.4897,12.1747650870604,440.26752060537,226170.31958,12.3269545072549,475.326582513382,237989.9735,12.3799838236149,487.842160437164
"dutertrei","N.dutertrei",46,"B",7,99193.6728,11.5048295089807,314.950270360259,109714.113,11.6010322144086,330.850859706381,142267.2372,11.8366578520152,374.528961904878,157530.3624,11.9673734958116,396.900947844673,169515.2106,12.0389052931451,411.53785520448,180378.4554,12.1028090121084,424.709483316819,180687.978,12.1045269442066,425.074085307491
"menardii","G.menardii",46,"A",1,554858.6893,13.2264687464351,744.888373717834,554858.6893,13.2264687464351,744.888373717834,554858.6893,13.2264687464351,744.888373717834,554858.6893,13.2264687464351,744.888373717834,554858.6893,13.2264687464351,744.888373717834,554858.6893,13.2264687464351,744.888373717834,554858.6893,13.2264687464351,744.888373717834
"menardii","G.menardii",46,"B",4,166150.4004,12.0206486836504,407.6155055932,186319.2924,12.1331604626624,431.428183885623,268737.1731,12.395969525187,504.236718797443,202224.7602,12.2161030511139,449.578099968853,284642.6409,12.4789121136385,522.386634880672,460407.54546,13.0006010746236,672.617462703228,504348.7716,13.1310233148698,710.175169658867
"obliquiloculata","P.obliquiloculata",46,"A",22,73777.06982,11.2088032552631,271.619347285866,155531.02765,11.9535763201284,394.272407900997,217924.504865,12.1994893758538,456.933367571138,222594.7432,12.3130868926671,471.796971876567,280132.0794,12.5429993603161,529.27278770692,334543.832175,12.7204934916642,578.393370779146,344359.4943,12.7494414322495,586.821518265989
"obliquiloculata","P.obliquiloculata",46,"B",14,86014.0008,11.3622653619852,293.281436166696,131422.2975,11.7861582788557,362.520974104969,198309.846085714,12.1128554147372,436.304072802049,193601.394,12.1722934289672,439.862694619133,261185.4873,12.4727076018105,511.027676887446,315817.55748,12.6605617458327,561.643077966426,345766.698,12.7535195433717,588.019300703642
"ruber","G.ruber",46,"A",87,20860.27349,9.94560183920707,144.430860587341,34525.252495,10.4494438033338,185.80960561886,47459.7291390805,10.6985616347239,214.055092280989,43731.17576,10.6858165308509,209.120003251721,54907.190915,10.9133995328464,234.322830822197,86335.426521,11.3645951511459,293.7269062273,120459.364,11.6990677468229,347.072563018168
"ruber","G.ruber",46,"B",2,115135.7508,11.653867152911,339.31659375869,129788.1513,11.7567368688319,358.69437671036,144440.5518,11.8596065847528,378.07215966203,144440.5518,11.8596065847528,378.07215966203,159092.9523,11.9624763006736,397.449942613701,170814.8727,12.0447720734103,412.952168975037,173745.3528,12.0653460165945,416.827725565371
"sacculifer","G.sacculifer",46,"A",27,47216.26066,10.7624936177537,217.293029478628,76822.85114,11.2491413427168,277.161311996297,147504.879065556,11.7426024809834,369.067764891886,134080.8799,11.8061984781944,366.170561214306,171927.0404,12.0546301044913,414.62060572894,320207.37942,12.6750880460529,565.639322565285,351714.5906,12.7705753035271,593.05530146859
"sacculifer","G.sacculifer",46,"B",12,125226.8532,11.7378821970782,353.874064039737,188673.9939,12.1392961286929,433.471772207266,240258.3204,12.3272333516646,482.599663953359,223248.9996,12.3128426167263,472.114739759963,297138.3678,12.601845984409,545.089346622781,372927.80538,12.8130192045498,608.217107075551,447250.1724,13.0108733868376,668.767652028715
"siphonifera","G.siphonifera",46,"A",13,64056.53091,11.0675212679347,253.093917173053,80278.49003,11.2932569939392,283.334590246232,110494.893505385,11.5542842800348,327.567476870358,110813.3627,11.615602648009,332.886411107453,122425.3545,11.7152567722167,349.893347321723,170963.74304,12.0348725012043,411.986949925812,206978.6609,12.240370979494,454.949075062254
"siphonifera","G.siphonifera",46,"B",4,134412.6852,11.8086700865459,366.623356048138,135675.7371,11.8180085275245,368.34054106475,196892.9838,12.1049248430396,433.911763384275,151276.6746,11.9218056018544,388.45193048468,212493.9213,12.2087219173695,454.023152804204,322983.5049,12.6556788489969,564.500499776522,350605.9008,12.7674180819038,592.119836519602
"truncatulinoides","G.truncatulinoides",46,"B",2,189640.836,12.152887225359,435.477710106958,197054.4015,12.189208814323,443.680668841882,204467.967,12.225530403287,451.883627576805,204467.967,12.225530403287,451.883627576805,211881.5325,12.261851992251,460.086586311728,217812.3849,12.2909092634222,466.648953299667,219295.098,12.298173581215,468.289545046652
"crassaformis","G.crassaformis",55,"A",5,29246.16527,10.2835037421851,171.015102461742,30673.77037,10.3311631830381,175.139288482054,100584.904128,11.1654385649784,291.189214819694,54454.0292,10.9051121237868,233.353871191373,152799.5927,11.9368824901351,390.895884731472,219160.68902,12.2838015266248,466.612718731759,235750.9631,12.3705312857472,485.54192723183
"crassaformis","G.crassaformis",55,"B",4,164998.8432,12.013693741949,406.200496306935,177689.2698,12.0869127430791,421.440213404303,241242.9129,12.349983294168,485.872676764596,232165.2474,12.3312190528314,478.971878445792,295718.8905,12.5942896039202,543.404341806085,327657.62898,12.697898984032,572.158031449109,335642.3136,12.72380132906,579.346453859864
"humilis","T.humilis",55,"A",3,27354.18488,10.2166248082108,165.391006043255,27627.628885,10.2265226150598,166.213574254744,28793.84268,10.2662842249805,169.617845396672,27901.07289,10.2364204219088,167.036142466234,29513.67158,10.2911139333653,171.731265073381,30803.750532,10.3348687425305,175.487363159099,31126.27027,10.3458074448218,176.426387680528
"humilis","T.humilis",55,"B",10,19509.9084,9.87867773857795,139.677873695156,23640.2046,10.0705391808758,153.747352147147,26090.42544,10.1590400721219,161.114187268093,26545.7232,10.1866177669948,162.928332138671,28446.1254,10.255763763239,168.659645346112,31090.71312,10.3424881749533,176.229946150735,32935.8672,10.4023175313794,181.482415677112
"menardii","G.menardii",55,"A",23,31974.05369,10.3726800307003,178.812901352223,151225.03765,11.9265235638787,388.876561817447,252229.090946522,12.2001741261443,476.742737633843,216649.4845,12.2860360477514,465.456211152027,376326.8978,12.8374688301222,613.340720164544,496742.99283,13.115185948169,704.688678066075,511531.6577,13.1451647543452,715.214413794912
"inflata","G.inflata",10,"A",57,24411.30334,10.1028015556527,156.241170438524,37642.53783,10.5358900151778,194.016849345617,65837.2824007017,10.9694081476078,248.698885122695,54059.97033,10.8978492709957,232.508000572023,88540.63227,11.3912168473268,297.557779716814,131157.8548,11.7841522646469,362.15680611344,147456.9197,11.9012913422708,384.001197524174
"truncatulinoides","G.truncatulinoides",10,"A",10,41786.12624,10.6403196552852,204.41655079763,71086.4783525,11.1685626486235,266.411686590486,80896.758181,11.2472964948327,280.795890472911,82910.76784,11.3253082380783,287.92704091225,89394.4232575,11.4008110882998,298.988815766967,117260.117685,11.6659625853024,341.906161191678,128935.2213,11.7670653967539,359.07550918992
"pachyderma","N.pachyderma",66,"A",226,15614.80247,9.65597461962116,124.959203222492,37253.383875,10.5254923224461,193.011079727066,45560.7000012832,10.6955161610259,211.81258726113,45064.83879,10.7158554535215,212.284692256646,52393.9049575,10.8665440264397,228.897062376612,64881.2878725,11.080295758126,254.716861131686,77887.54273,11.2630213054641,279.083397445996
"truncatulinoides","G.truncatulinoides",5,"A",14,60734.59437,11.014268738426,246.443897002949,90907.2083375,11.4175455630383,301.504521205428,115919.015282857,11.6062243026533,335.915154458496,102367.2322,11.5362896158864,319.946210545533,145872.771975,11.8904540214523,381.929502899731,174788.89876,12.0662631696687,417.543058257393,199224.1899,12.2021860520009,446.345370649232
"truncatulinoides","G.truncatulinoides",5,"B",11,114922.746,11.6520154076911,339.002575211458,131084.4852,11.7835382722823,362.050569986072,170085.543054545,12.0129371764359,409.248102880181,177206.6808,12.085072018474,420.959238881866,212745.2004,12.2676043767229,461.214726887839,223258.9842,12.315779611237,472.466499513536,228800.4372,12.3406054493251,478.330886730096
