"c22","sample"
1,1
0.999894113865411,2
1,6
1,7
1,8
1,9
0.999902782635189,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
0.991318000169757,18
0.99195153034381,19
0.991377741607324,20
0.999859559379178,21
1,22
1,23
1,24
1,25
0.999399305264435,26
0.998149775321033,27
0.998536936237354,28
0.998539778594991,29
0.998439923029978,30
0.99832449036582,31
1,32
1,33
1,34
1,35
0.999486497561201,36
0.999756770529859,37
1,38
0.999484539717237,39
1,40
0.712167043732028,41
0.708885789846647,42
0.711021858672519,43
0.711021858672519,44
0.701790423600223,45
0.701790423600223,46
0.701790423600223,47
0.701790423600223,48
0.701790423600223,49
0.708542533477734,50
0.708542533477734,51
0.708542533477734,52
0.708542533477734,53
0.708542533477734,54
0.708653166116571,55
0.708653166116571,56
0.708653166116571,57
0.707402409521587,58
0.707402409521587,59
0.707017766281437,60
0.707017766281437,61
0.707017766281437,62
0.691177426436707,63
0.704546825586387,64
0.704546825586387,65
0.704546825586387,66
0.704546825586387,67
0.691168509724129,68
0.710419648975416,69
0.710419648975416,70
0.710419648975416,71
0.691169775896501,72
0.704104025881458,73
0.704104025881458,74
0.704104025881458,75
0.697369724538539,76
0.699073989434957,77
0.702497717848935,78
0.706917266626507,79
0.706414770343239,80
0.707147903955617,81
0.70444011523717,82
0.701745418401682,83
0.698497849104525,84
0.999825737907514,88
0.999893063520058,89
1,90
1,92
1,93
0.790681554233633,94
0.780548471630823,95
0.782746782773855,96
0.733467330549081,97
0.738075951968111,98
0.978564947669722,99
0.976074358516331,100
0.979664216414885,101
0.997994027077791,102
0.998001566789146,103
0.862572155929673,104
0.863029240467428,105
0.852066674364322,106
0.855750147035629,107
0.862427401607808,108
0.857595894707413,109
0.857106579146053,110
0.854898321476359,111
0.863630175853673,112
0.860616555879709,113
0.852682495587085,114
0.856123357576956,115
0.862943640592227,116
0.861866984548256,117
0.864230198544478,118
0.856732007592556,119
0.856732007592556,120
0.857345196804235,121
0.856971699716923,122
0.8600188179807,123
0.861044030114789,124
0.862035261265098,125
0.428142920642172,126
0.428693790876383,127
0.444431927891806,128
0.457973688084325,129
0.426357389417398,130
0.434548623939529,131
0.429773003483944,132
0.461030408555605,133
0.428801087426553,134
0.423600642658482,135
0.440528535546031,136
0.439152366029261,137
0.446793402587515,138
0.459187995204959,139
0.453482974262248,140
0.454521224773835,141
0.434341865855628,142
0.432005011306538,143
0.42998412473252,144
0.423366883326018,145
0.420997163407514,146
0.449349621912918,147
0.446229537741633,148
0.445206945636162,149
0.442769219377241,150
0.436110613156344,151
0.459990978394426,152
0.453240650075664,153
0.444661767427514,154
0.441942688435167,155
0.449304287234251,156
0.447242415588031,157
0.461604676249382,158
0.453851998085666,159
0.460997168096112,160
0.487014275662631,161
0.456430232215911,162
0.456101028634522,163
0.852230797826202,164
0.850658491839828,165
0.849730553999076,166
0.846678075614702,167
0.84558407476157,168
0.840487327721698,169
0.850876648104957,170
0.849717507308382,171
0.851127428199647,172
0.85210501274877,173
0.847036457847073,174
0.85176933648961,175
0.847036457847073,176
0.84927524785375,177
0.858666512147855,178
0.849211595281379,179
0.856661871488623,180
0.862162306744215,181
0.846809786181404,182
0.855235701053717,183
0.847761970219983,184
0.746148137047729,185
0.736937712847121,186
0.213290778896536,187
0.217223650598704,188
0.20242534827239,189
0.293331264029195,190
0.285754029609971,191
1,192
1,193
1,194
1,195
1,196
0.714054569400697,197
0.709448522809537,198
0.708818006562501,199
0.701418223867723,200
0.722104222846245,201
0.714430544853808,202
0.717571424086605,203
0.723046660163975,204
0.72355259049466,205
0.713232945650585,206
0.706841162727219,207
0.704971652715591,208
0.719608763487161,209
0.713464295737971,210
0.719878229010092,211
0.722004613397337,212
0.721899173431768,213
0.727229056274193,214
0.726287538453103,215
0.707993839964343,216
0.715298729432743,217
0.710087055687123,218
0.712847900818225,219
0.712168421525603,220
0.707957769133856,221
0.710909089494483,222
0.708209472611778,223
0.707908981231751,224
0.712876161825756,225
0.717913464349953,226
0.7259514774484,227
0.98493935310813,228
0.981212669771931,229
0.143343954029604,230
0.195049468626478,231
0.37216023254867,232
0.364985320240195,233
0.362306541057151,234
0.360846233381902,235
0.369874205977003,236
0.368109220515623,237
0.364002294333149,238
0.373791400543104,239
0.377546146958847,240
0.378234196637321,241
0.376716532990942,242
0.382348743447534,243
0.379808321344884,244
0.658317047868096,245
0.954490275678468,246
0.880321590294263,247
0.431295922844562,248
0.384273885366359,249
0.382525712797285,250
0.372535040211134,251
0.117570902291251,252
0.14728650910718,253
0.105756118995778,254
0.125350105822142,255
0.0981343845184088,256
0.164169005560013,257
1,258
0.107944010733494,259
0.104352509010554,260
0.103487837272148,261
0.17444576632008,262
0.105400514692674,263
0.160605828445882,264
0.153006406670073,265
0.175258780838977,266
0.169082341167095,267
0.262617500678883,268
0.306879204838528,269
0.335874371685486,270
0.388313338062498,271
0.407874776120331,272
0.380851603229008,273
0.367894436348913,274
0.0418373105014662,275
0.0599058052205907,276
0.0375990609589296,277
0.0522245221639253,278
0.0488735941707588,279
0.0527036748594889,280
0.043706814880313,281
0.0412764013597744,282
0.0692678140332696,283
0.0998866238452605,284
0.222574072691391,285
0.0473557016322015,286
0.0563203301803967,287
0.198964921594477,288
0.0538401751785971,289
0.0374372492991797,290
0.0613497739231295,291
0.0445392147104193,292
0.0141745147674013,293
0.0254264520242136,294
0.0324194127985862,295
0.0424791321209568,296
0.0563829844046126,297
0.0413259465741391,298
0.0363052786723033,299
0.0348331235390631,300
0.0426248519390091,301
0.0344280482253347,302
0.0384142660733353,303
0.03516048654413,304
0.0421586113589238,305
0.0427292393024634,306
0.0484597867128171,307
0.0559016535640269,308
0.0433920820458806,309
0.0419858598368794,310
0.0515579240270332,311
0.0418336864135114,312
0.046713492699513,313
0.103591925044914,314
0.0196311462425183,315
0.0363249801739978,316
0.0321932132424814,317
0.0434428526671975,318
0.0169139277446571,319
0.030774316075963,320
0.022705778561585,321
0.0380984537980178,322
0.0366276906053109,323
0.0453933362970065,324
0.230377283991283,325
0.285248044151469,326
0.228767533540789,327
0.234490153422784,328
0.0313148369165668,329
0.0648528727473625,330
0.0444076193048477,331
0.227641495768443,332
0.202758050688552,333
0.227878335730857,334
0.304031446502117,335
0.545116296015876,336
0.770898816366619,337
0.356305793188939,338
0.891257957050347,339
0.90501664614435,340
0.938007173030118,341
0.953974398084107,342
0.931618628062419,343
0.936365842714209,344
0.991045532077113,345
0.967675053442814,346
0.966218611332756,347
1,348
0.963209463691369,349
0.996209759479978,350
1,351
0.977242737290807,352
0.98761752839673,353
0.983980355977749,354
0.990755687521592,355
0.911670016057725,356
0.999121705812582,357
0.97644478998066,358
0.98661342753462,359
0.945483363418881,360
0.976278950704802,361
0.966049025879498,362
0.993055857516487,363
0.985918784764413,364
0.985153529082704,365
0.959023556204534,366
0.996082293518044,367
0.973260073646206,368
0.940578738573366,369
0.958684526054463,370
0.918911617903376,371
0.926514298462089,372
0.944780782749498,373
0.932395036583823,374
0.924354171879704,375
0.937025755354334,376
0.945698095156713,377
0.893003086306134,378
0.97164901348717,379
0.922631263360946,380
0.894180495709443,381
0.909906022790647,382
0.914983184088894,383
0.890597080347804,384
0.944135813863214,385
0.820008682593523,386
0.79123803582907,387
0.743978905896461,388
0.719271047500209,389
0.721022155150658,390
0.825007108828057,391
0.799697058073133,392
0.844667124510154,393
0.885525037751459,394
0.835828812330711,395
0.625795753483789,396
0.800050658751269,397
0.93748503112394,398
0.919252798417838,399
0.895383592145557,400
0.98238623373735,401
0.924565935443119,402
0.981833333568412,403
0.889867057538049,404
0.790893745365832,405
0.737297811778205,406
0.835084496545045,407
0.922602939994943,408
0.804836118630655,409
0.523163536945487,410
0.894276369192015,411
0.69142081456843,412
0.696063692879087,413
0.710989776708447,414
0.724009698168794,415
0.722713480932435,416
0.653064402086977,417
0.659583089729037,418
0.651305574502882,419
0.851323393786801,420
0.606808439176381,421
0.747435342716004,422
0.91474677629232,423
0.818451080512328,424
0.760033465744438,425
0.83062917286889,426
0.792362644975558,427
0.829660804926304,428
0.985078602050075,429
0.865966857159884,430
0.8977898650659,431
0.799497859331602,432
1,433
1,434
1,435
1,436
1,437
0.712980315715256,438
0.781958777118923,439
0.733137662619818,440
0.608504481151727,441
0.635876946717288,442
0.581123623327343,443
0.638741338760984,444
0.690013357542862,445
0.709912415431669,446
0.819878733449387,447
0.793957550965398,448
0.726569438750899,449
0.964753989670637,450
0.752240320402784,451
0.141277701526654,452
0.998355754462265,453
0.951159124369142,454
1,455
1,456
0.995798719509439,457
1,458
0.996614519435651,459
0.810967733259427,460
0.915445587572501,461
0.974586232534627,462
0.965910651507996,463
0.931603724859198,464
0.799706173025507,465
0.824679376008097,466
0.82523511359777,467
0.862345672814998,468
0.818800066495877,469
0.82568350834135,470
0.840307065285766,471
0.834026506285098,472
0.677392144847074,473
0.605644241182289,474
0.617434799993755,475
0.494596202756436,476
0.928039855047037,477
0.717807345039039,478
0.740772201106335,479
0.626730057755193,480
0.652217193341132,481
0.648102841283186,482
0.82315041788058,483
0.805398460023344,484
0.587526852686403,485
0.99830776869702,486
0.998236920738805,487
1,488
1,489
1,490
1,491
1,492
1,493
0.500581009275118,494
0.437373925395695,495
0.901323032763386,496
0.926255167466152,497
0.923033374243352,498
0.622451680025174,499
0.731085453284613,500
0.721215387726681,501
0.6963553584001,502
0.701866269299585,503
0.731320220442475,504
0.821809164958165,505
0.845818482075277,506
0.88339523615242,507
0.951203067335529,508
0.890987195641284,509
0.971713680740853,510
0.985499858702855,511
0.970939473529886,512
0.89115687095671,513
0.862701374231455,514
0.895254784143395,515
0.897074201297313,516
0.832634980603269,517
0.876313251258761,518
0.882250652967379,519
0.498737365033856,520
0.562620568198995,521
0.722925265112625,522
0.590396316715684,523
0.70122246632495,524
0.909327946216848,525
0.900108186467791,526
0.969046869939425,527
0.985849062654557,528
0.957253369410198,529
0.99625745542254,530
0.973418098223805,531
0.570069296636157,532
1,533
1,534
1,535
0.939726569881035,536
1,537
0.99787959703682,538
0.991805229437817,539
1,540
1,541
0.559004512644457,542
0.687131442176806,543
0.871896862290266,544
0.382208764180301,545
0.237961387356193,546
0.722716627545294,547
0.783126376261032,548
0.72806101034092,549
0.724540637057788,550
0.671345891094613,551
0.68740197801908,552
0.327962866394711,553
0.304586664628476,554
0.31436330938677,555
0.294406610938317,556
0.410757407418608,557
0.481804929588851,558
0.59525879414317,559
0.435136838613492,560
0.516561880294855,561
0.350530535084908,562
0.526757034758563,563
0.64194246293621,564
0.601484022122785,565
0.708312533685385,566
0.690688204460929,567
0.707149205980715,568
0.666881787464124,569
0.932880143882529,570
0.836663459539166,571
0.671832054886872,572
0.619542727573719,573
0.481608092296175,574
0.345150243006683,575
0.349258965247107,576
0.416912577570692,577
0.582250987340969,578
0.48248878977737,579
0.60276907827002,580
0.48411348280674,581
0.506479369169686,582
0.693700811815137,583
0.482078301235683,584
0.268526612623505,585
0.799894777935732,586
0.741570748359104,587
0.679041830301224,588
0.792417920606002,589
0.980033551064123,590
0.927299998988756,591
0.939210244699885,592
0.756256824944606,593
0.709718622953278,594
0.717637222610054,595
0.693850076584139,596
0.677284727884414,597
0.286003533978584,598
0.140651364853848,599
0.14047545614037,600
0.109026648211363,601
0.120533689545437,602
0.202548255183719,603
0.153189263787425,604
0.207732170188679,605
0.226874757879571,606
0.207597155951595,607
0.197349173092697,608
0.123369616093051,609
0.146782721507652,610
0.276824630869913,611
0.154934552214804,612
0.221901680736709,613
0.28071551896935,614
0.180285634985371,615
0.106482459017313,616
0.254728733204131,617
0.215265574669317,618
0.847431675743156,619
0.560642657332663,620
0.707318842505598,621
0.724355765638135,622
0.642880898743084,623
0.50105024783168,624
0.821659788134173,625
0.545678098919658,626
0.792307379740079,627
0.703694028452258,628
0.754790869612713,629
0.950078520327947,630
0.894971989721132,631
0.894979026335031,632
0.908179491845034,633
0.718503394472655,634
0.733009095599058,635
0.899548837158,636
0.925697351685302,637
1,638
0.981944489847628,639
0.984728278489721,640
1,641
0.976174685018572,642
0.979073002119113,643
1,644
0.991004701646108,645
0.950627045787737,646
0.988779900363201,647
0.27650662102095,648
0.880697997371641,649
0.960373371977485,650
0.959119528333148,651
0.9784635389681,652
0.999417346542585,653
0.985878249398978,654
0.979824537832756,655
0.982101236548243,656
0.998390641898973,657
0.635710901038555,658
0.360036079147482,659
0.89294708840362,660
0.885717324941433,661
0.904096464203002,662
0.946431689876631,663
0.960125648303937,664
0.82624159853691,665
0.842486326378364,666
0.818674324798415,667
0.855177885796535,668
0.872400144869446,669
0.870967433037732,670
0.837545906393634,671
0.862179101579893,672
0.851834536746718,673
0.844079494109932,674
0.889543459172694,675
0.866668729228062,676
0.898119449209561,677
0.953959146649747,678
0.951525916558437,679
0.954710600677062,680
0.953096346237607,681
0.9655703162803,682
0.9670155783997,683
0.953880132555695,684
0.908660261147873,685
0.682542524105039,686
0.674492505471607,687
0.766210786132904,688
0.374369360905755,689
0.29651608646328,690
0.530372509091999,691
0.565441788965824,692
0.934206168202414,693
0.950018294092827,694
0.913155743653223,695
0.920190835687732,696
0.667681706720312,697
0.705253956647295,698
0.61397606553685,699
0.889212259151397,700
0.986172095306805,701
0.979320672750434,702
0.968833621458258,703
0.980462111658294,704
0.924543215718073,705
1,706
0.779136540096898,707
0.801702575376834,708
0.867163882092644,709
0.721861163311377,710
0.581199610364534,711
0.593219602807679,712
0.527903947308924,713
0.439553423695519,714
0.421575137819342,715
0.220409453311437,716
0.221200636726325,717
0.766441004930554,718
0.599843403980823,719
0.23649200603913,720
0.968568982330257,721
0.2110985109137,722
0.20194050378925,723
0.691747029798104,724
0.213827245080762,725
0.192636220322072,726
0.68336176500985,727
0.725119742362541,728
0.674202525423075,729
0.672544273132861,730
0.621476801708625,731
0.628181173621797,732
0.528665171180644,733
0.568154881228845,734
0.477974162569436,735
0.598880216185159,736
0.640890905982603,737
0.717165263378778,738
0.869332019128374,739
0.813764321187848,740
0.78224991140053,741
0.882055931263442,742
0.83918768465313,743
0.889194738100223,744
0.832269919160491,745
0.979077028745875,746
0.846313882300745,747
1,748
0.98327835049488,749
0.945399009175959,750
0.96429975866814,751
0.659237710800356,752
0.739577715778072,753
0.729302650442605,754
0.751103869209275,755
0.700641416628371,756
0.667772752923936,757
0.795038621978065,758
0.727499378729724,759
0.748844504460673,760
0.976330363859692,761
0.554939226512777,762
0.944884598894746,763
0.567091693469467,764
0.831464660584751,765
0.691381519433037,766
0.100901037730796,767
0.700371236609556,768
0.551104713188856,769
0.77155515872501,770
1,771
0.788703953851379,772
1,773
0.972519110486718,774
0.848199484341439,775
0.770441476043549,776
0.648221335989669,777
0.705634323972365,778
0.688050925032726,779
0.75787454555111,780
0.86129445301691,781
0.794178767667132,782
0.705415504761868,783
0.471673715568905,784
0.644800658642899,785
0.905061392231174,786
0.877576522170816,787
0.882303571132327,788
0.722420854785897,789
0.596908580890507,790
0.733192605719144,791
0.488832816573773,792
0.685868355808417,793
0.920461154302631,794
0.804242870884498,795
0.848495987514455,796
0.971335004310531,797
0.994280848106354,798
1,799
0.504296898982408,800
0.931623341577873,801
0.879412666122611,802
0.974530043597415,803
0.868254764310354,804
0.282225371044754,805
0.956041767836012,806
0.867407328635144,807
0.989455736159687,808
0.68054912815812,809
0.142696763242271,810
0.339364182304493,811
0.52055037420259,812
0.45061125081442,813
0.425063226394577,814
0.990026653012282,815
0.895064391406048,816
0.92044617672471,817
0.457188358382965,818
0.846600713141429,819
0.667429839321943,820
0.827544257380467,821
0.722387293561936,822
0.738123184928203,823
0.767451297291872,824
0.934092707859219,825
0.933943932687278,826
0.797661515831866,827
0.823188932366065,828
0.781716581258376,829
0.558569966830236,830
0.437884239224638,831
0.835027179325197,832
1,833
0.796067095909957,834
0.509409244789241,835
0.63206942944282,836
0.915250537583659,837
0.938758641098765,838
0.308026255500613,839
0.680255517374668,840
0.93191840954268,841
1,842
0.475356791781727,843
0.95416791167332,844
0.640332254410628,845
0.88239985586736,846
0.826772303866063,847
0.855704352859215,848
0.899401144939466,849
0.516853701702836,850
0.785057413451455,851
0.98076064570903,852
0.940232147460743,853
0.7741677671139,854
0.924384430071098,855
0.919764328067167,856
0.938112262694257,857
0.957245432461389,858
0.221296346863959,859
0.755706553732287,860
0.891040980525682,861
0.936175371349678,862
0.913920730591246,863
0.850578887409064,864
0.879540497867143,865
1,866
0.993303648693519,867
0.942104907684355,868
0.879635108945756,869
0.950351090628478,870
0.908551748197483,871
0.87950477841981,872
0.982546642439287,873
0.966766260430615,874
0.868692979841118,875
0.940871597634847,876
0.908607770229912,877
0.88064798103089,878
0.752883779831179,879
0.780493331594848,880
0.794769618246478,881
0.919404021772581,882
0.799814171236589,883
0.335477337053181,884
0.964289343242877,885
0.873031339697212,886
0.930878111699025,887
0.898801151485108,888
0.950108672555925,889
0.544444705643428,890
0.85678894659191,891
0.952720615318667,892
0.615628092458484,893
0.676212517966587,894
0.485568104872058,895
0.433576053842302,896
0.418587657503998,897
0.475139000200953,898
0.399580707840195,899
0.832443046713462,900
0.510654991795664,901
0.445701869846848,902
0.384067746374728,903
0.689193301323393,904
0.710932986605515,905
0.698177919589563,906
0.632488267330323,907
0.624675825231117,908
0.59278499739271,909
0.832442076088563,910
0.675069303282315,911
0.602668825781468,912
0.559066232376928,913
0.543977266735875,914
0.653586357777797,915
0.770129302473951,916
0.689862010924541,917
0.617723169468464,918
0.614584860180051,919
0.598632390460679,920
0.542891355976709,921
0.625397014883225,922
0.70903250175251,923
0.646059478484176,924
0.677541509838177,925
0.656517370778361,926
0.609991047186728,927
0.596776385369242,928
0.646961598380851,929
0.579877024559829,930
0.572983526311795,931
0.591170354221808,932
0.627140302134074,933
0.531262132889062,934
0.535045431004161,935
0.497952444116138,936
0.602777307205919,937
0.645388597018534,938
0.67370121642031,939
0.619257685237751,940
0.602295389787202,941
0.620945125673301,942
0.526485502715603,943
0.685254790684126,944
0.59240154688675,945
0.912900231625493,946
0.909868150850669,947
0.863922063995925,948
1,949
0.91735574224637,950
0.928544340595517,951
0.943548921765292,952
1,953
0.923020966139779,954
0.932419282077642,955
0.924669950967365,956
0.933650362249936,957
0.948262388482105,958
0.761672783976266,959
0.643194411234686,960
0.667413881159892,961
0.610887960115852,962
0.62656813708199,963
0.656469139582212,964
0.6433509304183,965
0.630691177472527,966
0.626223062358987,967
0.621115247976089,968
0.662437628048709,969
0.646943721563969,970
0.615478946912335,971
0.580732462686627,972
0.622282577141939,973
0.7458693318644,974
0.61365653241659,975
0.254829438446247,976
0.289397589995432,977
0.228853176696175,978
0.313263115838246,979
0.227074352003389,980
0.219083561918431,981
0.244046091759544,982
0.308843156125097,983
0.258414497808108,984
0.272601186725033,985
0.255846070318627,986
0.288527203737788,987
0.243922048849196,988
0.264628629817588,989
0.526170171920351,990
0.593737855665209,991
0.54880673647758,992
0.644480786228601,993
0.536283515362594,994
0.632541794346002,995
0.681991557241675,996
0.617615172728621,997
0.469882939647996,998
0.680057321998893,999
0.699588564995757,1000
0.568737953569384,1001
0.72363151751103,1002
0.578332051714591,1003
0.530376864061554,1004
0.563344012618862,1005
0.535080407589925,1006
0.508725647648369,1007
0.666677978795956,1008
0.550747531541867,1009
0.524743049291677,1010
0.444237969120985,1011
0.507939845627892,1012
0.398879076107112,1013
1,1014
1,1015
1,1016
1,1017
1,1018
1,1019
1,1020
1,1021
1,1022
0.994084950909738,1023
0.997788062473327,1024
1,1025
1,1026
1,1027
1,1028
0.992785964311144,1029
0.985592744306951,1030
0.987851499253303,1031
0.994016948383993,1032
0.791166754154214,1033
0.806695313809768,1034
0.809192045783605,1035
0.782604777292428,1036
0.78351115864143,1037
0.787923298943299,1038
0.789063015002102,1039
0.790021860477648,1040
0.799073273696187,1041
0.794189933156904,1042
0.79171431011163,1043
0.792590534659535,1044
0.798850894120275,1045
0.808455665190405,1046
0.801085515016456,1047
0.819249212988898,1048
0.815991921834696,1049
0.836052460840154,1050
0.850619934556143,1051
0.89367403441684,1052
0.85808330651117,1053
0.848489816996102,1054
0.976679652822791,1055
0.985927503404326,1056
0.98306030415832,1057
1,1058
0.997191110107282,1059
1,1060
0.964529019433057,1061
0.975221858891092,1062
0.984600096413093,1063
0.93682102325684,1064
0.986161423089551,1065
0.930702686333684,1066
0.812655378822724,1067
0.833706465428038,1068
0.755412684065161,1069
0.784377444556891,1070
0.671646734095177,1071
0.881539954530817,1072
0.950193167641698,1073
0.915348836988554,1074
0.948446524105757,1075
0.952296866601634,1076
0.936576225318523,1077
0.917199139587415,1078
0.792325636073825,1079
0.867378418864974,1080
0.881111654496312,1081
0.828320031448453,1082
0.83628246129853,1083
0.819210945524736,1084
0.682105741618075,1085
0.918750248716398,1086
0.917252791159991,1087
0.870167936956829,1088
0.888189576895515,1089
0.883636128699274,1090
0.868436807018267,1091
0.890560713200564,1092
0.830924201559986,1093
0.857800138631965,1094
0.87300495938464,1095
0.766253831001074,1096
0.774737128027897,1097
0.797428094411486,1098
0.796701669444287,1099
0.846354127626123,1100
0.735922910719757,1101
0.922974316897654,1102
0.916638993693742,1103
0.904669932801973,1104
0.845617647102372,1105
0.921746714792318,1106
0.686032532095906,1107
0.758454111128102,1108
0.991855842605045,1109
0.907132873949128,1110
0.977430816896792,1111
0.88445575296193,1112
0.896616651418728,1113
0.715437899751134,1114
0.994962641576277,1115
0.974237429416219,1116
0.769477489567864,1117
0.337563625013392,1118
1,1119
0.950328038030658,1120
0.886846034521223,1121
0.442912308353858,1122
0.567391269139899,1123
0.800947045072306,1124
0.850564505436364,1125
0.963904192459692,1126
0.948580758913265,1127
0.516977207680376,1128
0.151898340251905,1129
1,1130
1,1131
0.81980808331489,1132
0.622955238669662,1133
0.910185456784007,1134
0.62615252759226,1135
0.74172253343634,1136
0.597490351153971,1137
0.786934157541877,1138
0.937737291255297,1139
1,1140
0.884623157548836,1141
0.802786850260704,1142
0.655425048320667,1143
0.849377551810612,1144
0.913136701460392,1145
0.6830389100361,1146
0.909076779658399,1147
0.923705324823578,1148
0.958466325432028,1149
0.980663222463852,1150
0.952903927013521,1151
0.896218035252835,1152
0.70356346527604,1153
0.939291213797743,1154
0.924535619366134,1155
0.86359140656262,1156
0.941778921774723,1157
0.988284463234678,1158
0.404013867653913,1159
0.608101879302956,1160
0.464397481986367,1161
0.362719199366206,1162
0.350989319092386,1163
0.356207896054474,1164
0.172053518496399,1165
